Instance,Bound,Incumbent
transport-opt08-strips-p27,528.0,528.0
transport-opt08-strips-p28,641.0,641.0
transport-opt08-strips-p29,719.0,719.0
transport-opt08-strips-p30,665.0,665.0
transport-opt11-strips-p01,505.0,505.0
transport-opt11-strips-p02,165.0,165.0
transport-opt11-strips-p03,305.0,305.0
transport-opt11-strips-p04,318.0,318.0
transport-opt11-strips-p05,428.0,428.0
transport-opt11-strips-p06,189.0,189.0
transport-opt11-strips-p07,170.0,170.0
transport-opt11-strips-p08,214.0,214.0
transport-opt11-strips-p09,151.0,151.0
transport-opt11-strips-p10,243.0,243.0
transport-opt11-strips-p11,404.0,404.0
transport-opt11-strips-p12,438.0,438.0
transport-opt11-strips-p13,224.0,224.0
transport-opt11-strips-p14,240.0,240.0
transport-opt11-strips-p15,589.0,589.0
transport-opt11-strips-p16,561.0,561.0
transport-opt11-strips-p17,227.0,227.0
transport-opt11-strips-p18,382.0,382.0
transport-opt11-strips-p19,549.0,549.0
transport-opt11-strips-p20,265.0,265.0
transport-opt14-strips-p01,90.0,90.0
transport-opt14-strips-p02,127.0,127.0
transport-opt14-strips-p03,174.0,174.0
transport-opt14-strips-p04,164.0,164.0
transport-opt14-strips-p05,263.0,263.0
transport-opt14-strips-p06,260.0,260.0
transport-opt14-strips-p07,360.0,360.0
transport-opt14-strips-p08,370.0,370.0
transport-opt14-strips-p09,394.0,394.0
transport-opt14-strips-p10,517.0,517.0
transport-opt14-strips-p11,541.0,541.0
transport-opt14-strips-p12,570.0,570.0
transport-opt14-strips-p13,473.0,473.0
transport-opt14-strips-p14,336.0,336.0
transport-opt14-strips-p15,601.0,601.0
transport-opt14-strips-p16,584.0,584.0
transport-opt14-strips-p17,625.0,625.0
transport-opt14-strips-p18,645.0,645.0
transport-opt14-strips-p19,719.0,719.0
transport-opt14-strips-p20,719.0,719.0
transport-sat08-strips-p01,54.0,54.0
transport-sat08-strips-p02,152.0,152.0
transport-sat08-strips-p03,211.0,211.0
transport-sat08-strips-p04,240.0,240.0
transport-sat08-strips-p05,290.0,290.0
transport-sat08-strips-p06,355.1021703536273,360.0
transport-sat08-strips-p07,367.1939997013057,422.0
transport-sat08-strips-p08,339.0,339.0
transport-sat08-strips-p09,358.11816794016426,406.0
transport-sat08-strips-p10,406.8828257648733,495.0
transport-sat08-strips-p11,262.0,262.0
transport-sat08-strips-p12,258.0,258.0
transport-sat08-strips-p13,370.0,370.0
transport-sat08-strips-p14,493.0,493.0
transport-sat08-strips-p15,517.0,517.0
transport-sat08-strips-p16,585.0,585.0
transport-sat08-strips-p17,682.0,682.0
transport-sat08-strips-p18,638.0,638.0
transport-sat08-strips-p19,746.0,746.0
transport-sat08-strips-p20,724.0,724.0
transport-sat08-strips-p21,386.0,386.0
transport-sat08-strips-p22,421.0,421.0
transport-sat08-strips-p23,512.0,512.0
transport-sat08-strips-p24,638.0,638.0
transport-sat08-strips-p25,680.0,680.0
transport-sat08-strips-p26,631.0,631.0
transport-sat08-strips-p27,824.0,824.0
transport-sat08-strips-p28,756.9269858566627,837.0
transport-sat08-strips-p29,761.7074289591059,938.0
transport-sat08-strips-p30,909.101980719226,1115.0
transport-sat11-strips-p01,339.0,339.0
transport-sat11-strips-p02,358.11816794016426,406.0
transport-sat11-strips-p03,761.7074289591059,938.0
transport-sat11-strips-p04,585.0,585.0
transport-sat11-strips-p05,682.0,682.0
transport-sat11-strips-p06,638.0,638.0
transport-sat11-strips-p07,746.0,746.0
transport-sat11-strips-p08,406.8828257648733,495.0
transport-sat11-strips-p09,724.0,724.0
transport-sat11-strips-p10,909.101980719226,1115.0
transport-sat11-strips-p11,440.9920347117031,462.0
transport-sat11-strips-p12,398.89165929959194,507.0
transport-sat11-strips-p13,439.31407398730835,529.0
transport-sat11-strips-p14,857.3299820992974,945.0
transport-sat11-strips-p15,914.0643288852324,974.0
transport-sat11-strips-p16,833.0261426646288,917.0
transport-sat11-strips-p17,902.9688332653426,1294.0
transport-sat11-strips-p18,814.3241595893962,1175.0
transport-sat11-strips-p19,868.1773177534358,1265.0
transport-sat11-strips-p20,854.8675760807304,1309.0
transport-sat14-strips-p01,405.9603059611584,523.0
transport-sat14-strips-p02,441.42510743113087,570.0
transport-sat14-strips-p03,399.1988744208428,546.0
transport-sat14-strips-p04,930.8456716917639,1122.0
transport-sat14-strips-p05,838.3852165205,1003.0
transport-sat14-strips-p06,930.8456716917639,1122.0
transport-sat14-strips-p07,967.8605986779605,1380.0
transport-sat14-strips-p08,928.8634634457896,1468.0
transport-sat14-strips-p09,967.8605986779605,1380.0
transport-sat14-strips-p10,936.7103369632657,1425.0
transport-sat14-strips-p11,444.3069414811651,575.0
transport-sat14-strips-p12,472.58299231102063,618.0
transport-sat14-strips-p13,508.0192107679892,556.0
transport-sat14-strips-p14,801.4746826644637,963.0
transport-sat14-strips-p15,939.921316208458,1035.0
transport-sat14-strips-p16,910.162184058169,968.0
transport-sat14-strips-p17,1003.1532333945297,1356.0
transport-sat14-strips-p18,861.0914431348351,1356.0
transport-sat14-strips-p19,915.4258259496465,1178.0
transport-sat14-strips-p20,946.3217640818085,1425.0
trucks-strips-p01,11.0,11.0
trucks-strips-p02,14.0,14.0
trucks-strips-p03,17.0,17.0
trucks-strips-p04,20.0,20.0
trucks-strips-p05,23.0,23.0
trucks-strips-p06,26.0,26.0
trucks-strips-p07,20.0,20.0
trucks-strips-p08,24.0,24.0
trucks-strips-p09,26.0,26.0
trucks-strips-p10,30.0,30.0
trucks-strips-p11,33.0,33.0
trucks-strips-p12,36.0,36.0
trucks-strips-p13,30.0,30.0
trucks-strips-p14,34.0,34.0
trucks-strips-p15,37.0,37.0
trucks-strips-p16,40.0,40.0
trucks-strips-p17,43.0,43.0
trucks-strips-p18,46.0,46.0
trucks-strips-p19,41.0,41.0
trucks-strips-p20,44.0,44.0
trucks-strips-p21,47.0,47.0
trucks-strips-p22,50.0,50.0
trucks-strips-p23,53.0,53.0
trucks-strips-p24,56.0,56.0
trucks-strips-p25,50.0,50.0
trucks-strips-p26,54.0,54.0
trucks-strips-p27,57.0,57.0
trucks-strips-p28,60.0,60.0
trucks-strips-p29,63.0,63.0
trucks-strips-p30,66.0,66.0
visitall-opt11-strips-problem02-full,3.0,3.0
visitall-opt11-strips-problem02-half,1.0,1.0
visitall-opt11-strips-problem03-full,8.0,8.0
visitall-opt11-strips-problem03-half,5.0,5.0
visitall-opt11-strips-problem04-full,15.0,15.0
visitall-opt11-strips-problem04-half,10.0,10.0
visitall-opt11-strips-problem05-full,24.0,24.0
visitall-opt11-strips-problem05-half,15.0,15.0
visitall-opt11-strips-problem06-full,35.0,35.0
visitall-opt11-strips-problem06-half,19.0,19.0
visitall-opt11-strips-problem07-full,48.0,48.0
visitall-opt11-strips-problem07-half,32.0,32.0
visitall-opt11-strips-problem08-full,63.0,63.0
visitall-opt11-strips-problem08-half,37.0,37.0
visitall-opt11-strips-problem09-full,80.0,80.0
visitall-opt11-strips-problem09-half,51.0,51.0
visitall-opt11-strips-problem10-full,99.0,99.0
visitall-opt11-strips-problem10-half,56.0,56.0
visitall-opt11-strips-problem11-full,120.0,120.0
visitall-opt11-strips-problem11-half,64.0,64.0
visitall-opt14-strips-p-05-10,53.0,53.0
visitall-opt14-strips-p-05-5,18.0,18.0
visitall-opt14-strips-p-05-6,20.0,20.0
visitall-opt14-strips-p-05-7,28.0,28.0
visitall-opt14-strips-p-05-8,39.0,39.0
visitall-opt14-strips-p-05-9,46.0,46.0
visitall-opt14-strips-p-1-10,99.0,99.0
visitall-opt14-strips-p-1-11,120.0,120.0
visitall-opt14-strips-p-1-12,143.0,143.0
visitall-opt14-strips-p-1-13,168.0,168.0
visitall-opt14-strips-p-1-14,195.0,195.0
visitall-opt14-strips-p-1-15,224.0,224.0
visitall-opt14-strips-p-1-16,255.0,255.0
visitall-opt14-strips-p-1-17,288.0,288.0
visitall-opt14-strips-p-1-18,323.0,323.0
visitall-opt14-strips-p-1-5,24.0,24.0
visitall-opt14-strips-p-1-6,35.0,35.0
visitall-opt14-strips-p-1-7,48.0,48.0
visitall-opt14-strips-p-1-8,63.0,63.0
visitall-opt14-strips-p-1-9,80.0,80.0
visitall-sat11-strips-problem12,143.0,143.0
visitall-sat11-strips-problem14,195.0,195.0
visitall-sat11-strips-problem16,255.0,255.0
visitall-sat11-strips-problem18,323.0,323.0
visitall-sat11-strips-problem20,399.0,399.0
visitall-sat11-strips-problem22,483.0,483.0
visitall-sat11-strips-problem24,575.0,575.0
visitall-sat11-strips-problem26,675.0,675.0
visitall-sat11-strips-problem28,783.0,783.0
visitall-sat11-strips-problem30,899.0,899.0
visitall-sat11-strips-problem32,1023.0,1023.0
visitall-sat11-strips-problem34,1155.0,1155.0
visitall-sat11-strips-problem36,1295.0,1295.0
visitall-sat11-strips-problem38,1443.0,1443.0
visitall-sat11-strips-problem40,1599.0,1599.0
visitall-sat11-strips-problem42,1763.0,1763.0
visitall-sat11-strips-problem44,1935.0,1935.0
visitall-sat11-strips-problem46,2115.0,2115.0
visitall-sat11-strips-problem48,2303.0,2303.0
visitall-sat11-strips-problem50,2499.0,2499.0
visitall-sat14-strips-pfile30,899.0,899.0
visitall-sat14-strips-pfile31,960.0,960.0
visitall-sat14-strips-pfile32,1023.0,1023.0
visitall-sat14-strips-pfile33,1088.0,1088.0
visitall-sat14-strips-pfile50,2499.0,2499.0
visitall-sat14-strips-pfile51,2600.0,2600.0
visitall-sat14-strips-pfile52,2703.0,2703.0
visitall-sat14-strips-pfile53,2808.0,2808.0
visitall-sat14-strips-pfile54,2915.0,2915.0
visitall-sat14-strips-pfile55,3024.0,3024.0
visitall-sat14-strips-pfile56,3135.0,3135.0
visitall-sat14-strips-pfile57,3248.0,3248.0
visitall-sat14-strips-pfile58,3363.0,3363.0
visitall-sat14-strips-pfile59,3480.0,3480.0
visitall-sat14-strips-pfile60,3599.0,3599.0
visitall-sat14-strips-pfile61,3720.0,3720.0
visitall-sat14-strips-pfile62,3843.0,3843.0
visitall-sat14-strips-pfile63,3968.0,3968.0
visitall-sat14-strips-pfile64,4095.0,4095.0
visitall-sat14-strips-pfile65,4224.0,4224.0
woodworking-opt08-strips-p01,170.0,170.0
woodworking-opt08-strips-p02,185.0,185.0
woodworking-opt08-strips-p03,275.0,275.0
woodworking-opt08-strips-p04,235.0,235.0
woodworking-opt08-strips-p05,260.0,260.0
woodworking-opt08-strips-p06,430.0,430.0
woodworking-opt08-strips-p07,390.0,390.0
woodworking-opt08-strips-p08,420.0,420.0
woodworking-opt08-strips-p09,425.0,425.0
woodworking-opt08-strips-p10,485.0,485.0
woodworking-opt08-strips-p11,130.0,130.0
woodworking-opt08-strips-p12,225.0,225.0
woodworking-opt08-strips-p13,195.0,195.0
woodworking-opt08-strips-p14,195.0,195.0
woodworking-opt08-strips-p15,270.0,270.0
woodworking-opt08-strips-p16,275.0,275.0
woodworking-opt08-strips-p17,280.0,280.0
woodworking-opt08-strips-p18,435.0,435.0
woodworking-opt08-strips-p19,395.0,395.0
woodworking-opt08-strips-p20,435.0,435.0
woodworking-opt08-strips-p21,95.0,95.0
woodworking-opt08-strips-p22,175.0,175.0
woodworking-opt08-strips-p23,195.0,195.0
woodworking-opt08-strips-p24,235.0,235.0
woodworking-opt08-strips-p25,380.0,380.0
woodworking-opt08-strips-p26,220.0,220.0
woodworking-opt08-strips-p27,320.0,320.0
woodworking-opt08-strips-p28,465.0,465.0
woodworking-opt08-strips-p29,535.0,535.0
woodworking-opt08-strips-p30,650.0,650.0
woodworking-opt11-strips-p01,195.0,195.0
woodworking-opt11-strips-p02,225.0,225.0
woodworking-opt11-strips-p03,195.0,195.0
woodworking-opt11-strips-p04,275.0,275.0
woodworking-opt11-strips-p05,235.0,235.0
woodworking-opt11-strips-p06,235.0,235.0
woodworking-opt11-strips-p07,195.0,195.0
woodworking-opt11-strips-p08,380.0,380.0
woodworking-opt11-strips-p09,260.0,260.0
woodworking-opt11-strips-p10,270.0,270.0
woodworking-opt11-strips-p11,220.0,220.0
woodworking-opt11-strips-p12,275.0,275.0
woodworking-opt11-strips-p13,430.0,430.0
woodworking-opt11-strips-p14,320.0,320.0
woodworking-opt11-strips-p15,280.0,280.0
woodworking-opt11-strips-p16,390.0,390.0
woodworking-opt11-strips-p17,465.0,465.0
woodworking-opt11-strips-p18,435.0,435.0
woodworking-opt11-strips-p19,420.0,420.0
woodworking-opt11-strips-p20,535.0,535.0
woodworking-sat08-strips-p01,110.0,110.0
woodworking-sat08-strips-p02,255.0,255.0
woodworking-sat08-strips-p03,425.0,425.0
woodworking-sat08-strips-p04,725.0,725.0
woodworking-sat08-strips-p05,515.0,515.0
woodworking-sat08-strips-p06,690.0,690.0
woodworking-sat08-strips-p07,900.0,900.0
woodworking-sat08-strips-p08,1080.0,1080.0
woodworking-sat08-strips-p09,990.0,990.0
woodworking-sat08-strips-p10,1080.0,1080.0
woodworking-sat08-strips-p11,50.0,50.0
woodworking-sat08-strips-p12,270.0,270.0
woodworking-sat08-strips-p13,435.0,435.0
woodworking-sat08-strips-p14,455.0,455.0
woodworking-sat08-strips-p15,790.0,790.0
woodworking-sat08-strips-p16,640.0,640.0
woodworking-sat08-strips-p17,905.0,905.0
woodworking-sat08-strips-p18,920.0,920.0
woodworking-sat08-strips-p19,995.0,995.0
woodworking-sat08-strips-p20,1155.0,1155.0
woodworking-sat08-strips-p21,165.0,165.0
woodworking-sat08-strips-p22,205.0,205.0
woodworking-sat08-strips-p23,385.0,385.0
woodworking-sat08-strips-p24,540.0,540.0
woodworking-sat08-strips-p25,520.0,520.0
woodworking-sat08-strips-p26,910.0,910.0
woodworking-sat08-strips-p27,695.0,695.0
woodworking-sat08-strips-p28,1290.0,1290.0
woodworking-sat08-strips-p29,1090.0,1090.0
woodworking-sat08-strips-p30,1100.0,1100.0
woodworking-sat11-strips-p01,900.0,900.0
woodworking-sat11-strips-p02,1080.0,1080.0
woodworking-sat11-strips-p03,995.0,995.0
woodworking-sat11-strips-p04,990.0,990.0
woodworking-sat11-strips-p05,1155.0,1155.0
woodworking-sat11-strips-p06,1080.0,1080.0
woodworking-sat11-strips-p07,1290.0,1290.0
woodworking-sat11-strips-p08,1090.0,1090.0
woodworking-sat11-strips-p09,920.0,920.0
woodworking-sat11-strips-p10,50.0,50.0
woodworking-sat11-strips-p11,1305.0,1305.0
woodworking-sat11-strips-p12,1275.0,1275.0
woodworking-sat11-strips-p13,1375.0,1375.0
woodworking-sat11-strips-p14,1035.0,1035.0
woodworking-sat11-strips-p15,1505.0,1505.0
woodworking-sat11-strips-p16,1325.0,1325.0
woodworking-sat11-strips-p17,645.0,645.0
woodworking-sat11-strips-p18,1085.0,1085.0
woodworking-sat11-strips-p19,895.0,895.0
woodworking-sat11-strips-p20,950.0,950.0
zenotravel-p01,1.0,1.0
zenotravel-p02,4.0,4.0
zenotravel-p03,5.0,5.0
zenotravel-p04,6.0,6.0
zenotravel-p05,11.0,11.0
zenotravel-p06,11.0,11.0
zenotravel-p07,11.0,11.0
zenotravel-p08,10.0,10.0
zenotravel-p09,18.0,18.0
zenotravel-p10,20.0,20.0
zenotravel-p11,12.0,12.0
zenotravel-p12,19.0,19.0
zenotravel-p13,23.0,23.0
zenotravel-p14,28.0,28.0
zenotravel-p15,32.0,32.0
zenotravel-p16,38.0,38.0
zenotravel-p17,52.0,52.0
zenotravel-p18,51.0,51.0
zenotravel-p19,59.0,59.0
zenotravel-p20,68.0,68.0
